user_id,sex,weight,activity_date,calories,average_cadence,average_temp,distance,elev_high,elev_low,max_heartrate,max_speed,moving_time,total_elevation_gain,average_speed,variance_speed,std_speed,average_heartrate,variance_heartrate,std_heartrate
18933919,M,67,2019-07-30T05:32:16Z,719,82,20,12511.8,649.4,306.8,166,5.5,3903,369,3.29,0.21,0.46,141.77,56.23,7.5
18933919,M,67,2019-08-07T13:48:18Z,626,84.3,26,12360.9,175.8,166.8,163,5.8,3143,17,3.93,0.1,0.31,147.74,34.84,5.9
18933919,M,67,2019-08-04T08:40:16Z,707,81.8,26,12387.4,617.6,282.6,167,4.9,3890,363,3.28,0.22,0.47,145.72,92.91,9.64
18933919,M,67,2019-07-31T05:27:36Z,689,83.3,20,12492.9,253,244.2,169,5.9,3388,10,3.7,0.15,0.38,148.25,116.61,10.8
18933919,M,67,2019-08-06T08:28:15Z,890,83,28,15071.2,266.2,160.6,174,5,4109,143,3.62,0.09,0.3,155.52,125.99,11.22
18933919,M,67,2019-08-10T09:16:02Z,477,85.7,25,10020.8,171.4,165.2,161,5.4,2316,8,4.23,0.1,0.32,146.95,29.82,5.46
18933919,M,67,2019-07-24T05:28:34Z,628,84.3,22,12494.1,381.2,365.8,159,6,3274,10,3.82,0.08,0.28,143.79,89.98,9.49
18933919,M,67,2019-08-08T08:56:40Z,784,85.1,27,16036.7,175,165,180,5.7,3966,16,4.04,0.13,0.36,148.57,409.92,20.25
18933919,M,67,2019-08-03T08:28:01Z,752,84.5,25,16520,253.2,243,158,5.8,4074,19,4.07,0.14,0.37,144.22,58.99,7.68
18933919,M,67,2019-08-16T08:35:59Z,595,76.6,21,5643.7,1120.6,442,172,3.7,3169,674,1.9,0.17,0.42,143.01,233.86,15.29
18933919,M,67,2019-08-24T15:01:09Z,288,82.2,28,5535.9,512.8,461.4,147,5.2,1703,80,3.24,0.08,0.28,128.98,54.41,7.38
