average_cadence;average_heartrate;average_speed;average_temp;calories;distance;max_heartrate;max_speed;moving_time;total_elevation_gain
87.8;137.3;3.428;0;557;8579.4;162;7.8;2503;98.2
89.4;150;3.577;0;791;14345.2;181;7.6;4010;63.1
88.9;124.2;3.363;0;551;10004.8;138;7.2;2975;97.2
89.7;135.6;3.483;0;719;12116.9;152;7.3;3479;102.2
93;0;4.453;0;1532;21280.6;0;8.3;4775;161.1
87.8;134.7;3.388;0;808;15551.2;152;5.7;4590;67.5
91;147.6;3.755;0;889;15111.1;177;5.7;4024;54.3
91.7;151;3.591;0;799;12496.9;175;6.1;3480;60.3
88.2;142.1;3.586;0;718;11641.6;177;7.6;3246;165.8
88.2;132;3.409;0;639;12563.8;157;17.3;3686;55.6
76.9;132.1;2.328;25;65;1149.9;145;3.6;494;101
87.9;134.4;3.497;0;627;12595.8;163;9.5;3602;14.9
89.3;139.5;3.723;0;880;17567.3;185;13.2;4719;74.1
90.8;128.1;3.344;0;706;12001.6;147;6.1;3589;120.7
87.4;138.4;3.361;0;663;12071.3;177;5.6;3592;210.2
86.9;139.9;3.331;0;627;11011.5;176;12.2;3306;24.7
89.5;146.6;3.876;0;1366;24418.1;169;6.6;6300;183.2
86.7;132.5;3.176;0;614;11327.7;156;6.1;3567;116.8
87.9;115.2;3.209;0;517;11829.9;136;5;3686;17.2
90.4;129.4;3.625;0;1049;22879.3;161;9.1;6312;263.5
102.8;132.4;6.162;0;11;400.5;145;13;65;0
88.9;131.7;3.296;0;659;12741;185;9.9;3866;7
70.4;118.1;1.7;0;2854;24732.9;158;5;14545;1189.7
88.9;127.2;3.562;0;773;16105.5;151;12.7;4522;32
85.4;128.2;3.46;0;386;7277.4;162;3.9;2103;0
88.6;136;3.397;0;546;10244.6;182;15.5;3016;22.1
90.6;133.6;3.778;0;619;13503.9;167;7.9;3574;91
89.6;142.8;3.671;0;935;16566.2;174;5.5;4513;150.6
88.6;144;3.457;0;939;15457.8;181;6.4;4471;26.3
88.2;123.7;3.983;0;172;4277.7;142;14.7;1074;6
88.1;132.4;3.358;0;1031;20023.5;159;8;5963;225.6
88;119.1;3.428;0;547;12970.1;137;5.2;3784;172.2
86.7;138.1;3.132;0;798;12613.8;177;8.6;4027;242.7
86.9;147.6;3.341;0;759;11140.7;178;6.7;3335;157.2
86.8;131.7;3.307;0;660;12223.5;171;18.9;3696;19.9
67;115.7;1.837;0;487;6299.8;172;4.3;3429;113.8
88.6;141.3;3.394;0;527;9305.8;157;8.6;2742;23.1
90;148.9;3.84;0;1017;17542.1;181;7.1;4568;99.8
87.5;123.7;3.385;0;514;11013.6;153;5.1;3254;206.6
88;139.3;3.297;0;823;13001.5;173;5.2;3944;115.7
87.2;133.6;3.341;0;937;16322.8;175;8;4886;258.2
89.9;0;3.501;0;897;13090;0;6.7;3739;33.9
89.8;126.7;3.364;0;665;14158.8;152;6.7;4209;98.9
86.8;119.4;3.288;0;411;9240.4;139;5.8;2810;161.9
89.8;145.5;3.816;0;983;18069;174;5.5;4735;188.5
87.4;121;3.271;0;435;9489.1;154;5.3;2901;147.9
87.2;139.7;3.361;0;806;13249.4;166;8.4;3942;160.1
87.7;142.2;3.452;0;1044;18676.7;176;7.1;5411;226.8
88.9;142.4;3.761;0;1359;24516.7;175;8.1;6519;68.3
92;139.7;3.824;0;1660;34427.9;173;6;9002;236.6
89.4;135.8;3.562;0;634;12048.1;195;8.3;3382;82.1
86.7;133.4;3.384;0;664;11998.8;167;7;3546;144.6
84.7;114.5;2.696;0;482;9149.5;172;4.8;3394;61.7
89;123;3.485;0;495;11441.2;140;8.5;3283;78.3
90.2;144.5;3.923;0;874;17637.7;169;6.5;4496;68.1
92.3;0;4.198;0;3064;42490.7;0;8.4;10122;64.7
86.9;133.4;3.225;0;805;15007.3;180;8.3;4653;111
89.1;119.8;3.536;0;390;9222.2;142;5.3;2608;81
86.8;138.6;3.389;0;279;5099.8;168;5.9;1505;12
105.1;121.8;7.7;0;9;400.4;142;9.9;52;0
88.5;133.6;3.424;0;455;9053.4;153;8.2;2644;92.4
86.1;138.5;3.06;0;546;9100.6;172;6.9;2974;144
88.3;127.9;3.716;0;968;22170.1;147;9.1;5966;80.5
87.5;128.3;3.309;0;664;12012.5;158;5.4;3630;144.7
89.1;146.3;3.679;0;971;16556.1;180;6;4500;119.4
89.5;135.7;3.778;0;892;18229.5;166;7.6;4825;62.1
86.6;122.8;3.307;0;638;11764;162;4.8;3557;141.1
87.5;133.2;3.346;0;678;13095.8;176;7.8;3914;26.8
88.1;137.9;3.503;0;538;10117;164;12.5;2888;16
88.6;144.5;3.49;0;697;12169.7;182;8.7;3487;76.4
87;129.4;3.298;0;736;14393.6;173;9.4;4364;221.9
87.4;127.1;3.39;0;548;11454.3;149;8.3;3379;29.1
87;126.6;3.143;0;487;9389.2;155;7.1;2987;155.8
88.2;124.4;3.473;0;487;10658.9;145;7.7;3069;24
88.8;148.5;3.631;0;1152;20018.4;182;9.6;5513;30.9
89.2;143;3.752;0;985;18498.7;179;6.5;4930;86.9
87.7;128;3.147;0;636;12004.4;165;5.7;3814;352.3
88.1;107.7;3.005;0;457;10832.8;123;5.4;3605;27.9
89.4;0;3.629;0;1427;20295.2;0;9.5;5592;38.9
86.6;144.4;3.468;0;199;3551.5;165;5.8;1024;24.2
87.9;149.7;3.476;0;757;12003.3;183;7;3453;22.2
88.6;130.7;3.496;0;396;8079.5;162;7.4;2311;114.8
76.2;131.5;1.773;0;797;7468.5;183;6;4213;604.1
